id;time;subscriber;aprefix;destination;invoice group;prefix;pbx;direction;volume/time(secs);price;free;forward;servingnetwork;reason;billed;zone
946630207;08-04-2019 10:35;46840836388;Sweden;467629575XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946631179;08-04-2019 10:38;46840836388;Sweden;467744474XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946631980;08-04-2019 10:41;46840836389;Sweden;467061767XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;180;1,55;no;0;;0;yes;Norden Mobil
946632087;08-04-2019 10:41;46840836380;Sweden;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
946632149;08-04-2019 10:41;46840836382;Sweden;468501126XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946633725;08-04-2019 10:46;4569804979;Danmark Fastnet;45616229XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946634123;08-04-2019 10:48;4578772918;Danmark Fastnet;45521725XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
946635059;08-04-2019 10:50;4570200645;Danmark 70 nummer;45257502XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;660;4,45;no;0;;0;yes;Norden Mobil (DK)
946635271;08-04-2019 10:51;4578772918;Danmark Fastnet;45871137XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
946635591;08-04-2019 10:52;4533456544;Danmark Fastnet;45204492XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
946636304;08-04-2019 10:55;4578772915;Danmark Fastnet;45701141XX;Danmark 70 nummer;Danmark 70 nummer;firebrand-;ip-pstn;360;0,35;no;0;;0;yes;Norden (DK)
946636989;08-04-2019 10:57;46840308799;Sweden;467255367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946637488;08-04-2019 10:58;46840308799;Sweden;467064962XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946637768;08-04-2019 10:59;4578772918;Danmark Fastnet;45533755XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946639372;08-04-2019 11:04;46840836382;Sweden;467611924XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946639610;08-04-2019 11:05;46840836388;Sweden;4451060000XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
946640075;08-04-2019 11:06;4578772918;Danmark Fastnet;45201806XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
946640291;08-04-2019 11:07;46840836388;Sweden;467644841XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946640818;08-04-2019 11:09;4533456544;Danmark Fastnet;45743725XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
946640819;08-04-2019 11:09;4569804979;Danmark Fastnet;45204559XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;420;2,85;no;0;;0;yes;Norden Mobil (DK)
946642518;08-04-2019 11:14;46840836388;Sweden;467627051XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946642682;08-04-2019 11:15;46840308799;Sweden;467608436XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;480;3,8;no;0;;0;yes;Norden Mobil
946643305;08-04-2019 11:16;46840836388;Sweden;467684488XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946644234;08-04-2019 11:19;46840836382;Sweden;464063506XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946644842;08-04-2019 11:21;46840836388;Sweden;3806350000XX;Udland Mobil;Ukraine-Mobile;firebrand-;ip-pstn;60;1,68;no;0;;0;yes;Europa 3 Mobil
946644988;08-04-2019 11:22;46840836382;Sweden;46546191XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946646667;08-04-2019 11:27;46840836382;Sweden;461051106XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
946646786;08-04-2019 11:27;46840308799;Sweden;47467901XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946647257;08-04-2019 11:29;46840308799;Sweden;47416696XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946647361;08-04-2019 11:29;4578772918;Danmark Fastnet;45306555XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
946647616;08-04-2019 11:30;46840308799;Sweden;467086922XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946647849;08-04-2019 11:31;46840836382;Sweden;47412459XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946648016;08-04-2019 11:31;46840308799;Sweden;9195940000XX;Udland;India;firebrand-;ip-pstn;180;5,15;no;0;;0;yes;Asien
946648048;08-04-2019 11:31;46840836388;Sweden;467626367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946648559;08-04-2019 11:33;4578774477;Danmark Fastnet;45309104XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
946648842;08-04-2019 11:34;46840836382;Sweden;46546150XX;Udland;Sweden;firebrand-;ip-pstn;180;0,41;no;0;;0;yes;Norden
946651085;08-04-2019 11:41;4578772918;Danmark Fastnet;45211691XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946653089;08-04-2019 11:47;4578772918;Danmark Fastnet;45268102XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
946653440;08-04-2019 11:48;46840308799;Sweden;9195940000XX;Udland;India;firebrand-;ip-pstn;120;3,5;no;0;;0;yes;Asien
946666274;08-04-2019 12:36;4533456543;Danmark Fastnet;45214981XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
946669855;08-04-2019 12:49;4570200645;Danmark 70 nummer;45339556XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
946670646;08-04-2019 12:52;4578772918;Danmark Fastnet;45512127XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;300;2,05;no;0;;0;yes;Norden Mobil (DK)
946671142;08-04-2019 12:54;46840836382;Sweden;4683348XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
946673814;08-04-2019 13:02;46840836384;Sweden;47981358XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946673827;08-04-2019 13:02;4569804969;Danmark Fastnet;45702320XX;Danmark 70 nummer;Danmark 70 nummer;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
946674204;08-04-2019 13:03;4578772918;Danmark Fastnet;45289175XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946674490;08-04-2019 13:04;46840836380;Sweden;47480701XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;2280;17,3;no;0;;0;yes;Norden Mobil
946674533;08-04-2019 13:04;46840836388;Sweden;443334377XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
946674759;08-04-2019 13:05;46840308799;Sweden;467073811XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946674928;08-04-2019 13:06;4570200645;Danmark 70 nummer;45247824XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;660;4,45;no;0;;0;yes;Norden Mobil (DK)
946675445;08-04-2019 13:07;46840308799;Sweden;47925535XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;420;3,35;no;0;;0;yes;Norden Mobil
946676464;08-04-2019 13:11;46840836388;Sweden;467224132XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946676892;08-04-2019 13:12;46840836388;Sweden;467374513XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
946677049;08-04-2019 13:13;46840836389;Sweden;467366025XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946677221;08-04-2019 13:13;46840836389;Sweden;468519810XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946678217;08-04-2019 13:17;46840308799;Sweden;467069752XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
946678712;08-04-2019 13:18;46840836382;Sweden;46879655XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
946678782;08-04-2019 13:18;46840836389;Sweden;3584470000XX;Udland Mobil;Finland-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946678869;08-04-2019 13:19;46840308799;Sweden;467035553XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;480;3,8;no;0;;0;yes;Norden Mobil
946679187;08-04-2019 13:20;4578772918;Danmark Fastnet;45792429XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
946679200;08-04-2019 13:20;46840836388;Sweden;3806350000XX;Udland Mobil;Ukraine-Mobile;firebrand-;ip-pstn;60;1,68;no;0;;0;yes;Europa 3 Mobil
946680719;08-04-2019 13:25;4578772916;Danmark Fastnet;45287875XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946680846;08-04-2019 13:25;46840836389;Sweden;461012574XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
946681241;08-04-2019 13:26;46840836389;Sweden;461057462XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946682512;08-04-2019 13:31;4578772918;Danmark Fastnet;45938090XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
946682627;08-04-2019 13:31;46840308799;Sweden;46111500XX;Udland;Sweden;firebrand-;ip-pstn;1200;1,6;no;0;;0;yes;Norden
